name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,GW
Conor Townsend,DEF,Ipswich,2.0,0,0,8,0,1.4,583,31
Ricardo Barbosa Pereira,DEF,Leicester,0.2,0,0,7,0,0.6,302,31
Massimo Luongo,MID,Ipswich,0.0,0,0,0,0,0.0,277,31
Harvey Elliott,MID,Liverpool,1.5,0,0,1,0,5.3,319,31
Garang Kuol,MID,Newcastle,0.5,0,0,0,0,0.0,406,31
Rúben Gato Alves Dias,DEF,Man City,4.5,0,0,26,1,3.5,361,31
Romelu Lukaku Bolingoli,FWD,Chelsea,0.0,0,0,0,0,0.0,175,31
Jack Moorhouse,MID,Man Utd,-0.5,0,0,0,0,0.0,778,31
Joe Knight,MID,Brighton,0.0,0,0,0,0,0.0,758,31
Ben Chilwell,DEF,Crystal Palace,1.0,0,0,3,0,0.0,160,31
George Hirst,FWD,Ipswich,2.3,0,0,3,0,0.0,272,31
Daniel Jebbison,FWD,Bournemouth,1.5,0,0,4,0,0.3,69,31
Tyrick Mitchell,DEF,Crystal Palace,1.5,0,0,5,0,0.3,210,31
Shumaira Mheuka,FWD,Chelsea,0.5,0,0,0,0,0.0,781,31
Myles Peart-Harris,MID,Brentford,0.0,0,0,0,0,0.0,103,31
Mahmoud Dahoud,MID,Brighton,0.0,0,0,0,0,0.0,119,31
Jonathan Panzo,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,441,31
Nico O'Reilly,MID,Man City,2.5,0,0,10,1,16.5,607,31
Aaron Ramsdale,GK,Southampton,1.2,0,0,4,0,0.0,14,31
Moussa Diaby,MID,Aston Villa,0.0,0,0,0,0,0.0,34,31
Micky van de Ven,DEF,Spurs,1.2,0,0,0,0,0.0,506,31
Igor Thiago Nascimento Rodrigues,FWD,Brentford,0.0,0,0,0,0,0.0,107,31
Kaden Rodney,MID,Crystal Palace,0.0,0,0,0,0,0.0,647,31
Callum Hudson-Odoi,MID,Nott'm Forest,2.2,0,0,14,0,70.0,434,31
Armel Bella-Kotchap,DEF,Southampton,-0.2,0,0,0,0,0.0,456,31
Rodrigo Martins Gomes,MID,Wolves,0.3,0,0,8,0,15.3,563,31
Lamare Bogarde,DEF,Aston Villa,-0.5,0,0,0,0,0.0,598,31
Noussair Mazraoui,DEF,Man Utd,4.5,0,1,29,1,1.5,594,31
Cameron Archer,FWD,Southampton,0.8,0,0,10,0,1.9,27,31
Max Kinsey,DEF,Bournemouth,0.5,0,0,0,0,0.0,680,31
Ezri Konsa Ngoyo,DEF,Aston Villa,3.0,0,0,2,0,0.3,44,31
Wayne Hennessey,GK,Nott'm Forest,0.5,0,0,0,0,0.0,721,31
Pedro Porro,DEF,Spurs,0.8,0,0,18,0,40.8,495,31
Alfie Devine,MID,Spurs,0.0,0,0,0,0,0.0,485,31
Elkan Baggott,DEF,Ipswich,0.0,0,0,0,0,0.0,261,31
Erling Haaland,FWD,Man City,0.0,0,0,0,0,0.0,351,31
Joachim Kayi-Sanda,DEF,Southampton,-0.5,0,0,0,0,0.0,719,31
Leif Davis,DEF,Ipswich,0.2,0,0,-1,0,0.0,267,31
Harry Amass,DEF,Man Utd,-0.2,0,0,0,0,0.0,670,31
Tom Edozie,MID,Wolves,0.0,0,0,0,0,0.0,682,31
Jahmai Simpson-Pusey,DEF,Man City,0.5,0,0,0,0,0.0,672,31
Virgil van Dijk,DEF,Liverpool,5.5,0,0,3,0,1.2,339,31
Bilal El Khannouss,MID,Leicester,0.8,0,0,7,0,25.8,635,31
Konstantinos Mavropanos,DEF,West Ham,0.8,0,0,3,0,0.0,528,31
Matt Turner,GK,Crystal Palace,0.0,0,0,0,0,0.0,445,31
Juan Larios López,DEF,Southampton,-0.2,0,0,0,0,0.0,464,31
Harry Toffolo,DEF,Nott'm Forest,0.5,0,0,0,0,0.0,444,31
Toby Collyer,MID,Man Utd,-0.2,0,0,0,0,0.0,613,31
Asher Agbinone,MID,Crystal Palace,0.0,0,0,0,0,0.0,646,31
Kadan Young,MID,Aston Villa,0.0,0,0,0,0,0.0,656,31
Caleb Wiley,DEF,Chelsea,0.0,0,0,0,0,0.0,575,31
Ethan Pinnock,DEF,Brentford,0.5,0,0,0,0,0.0,104,31
William Saliba,DEF,Arsenal,4.8,0,0,16,0,1.8,18,31
Altay Bayindir,GK,Man Utd,-0.5,0,0,0,0,0.0,367,31
Rodrigo Bentancur,MID,Spurs,2.2,0,0,7,0,1.6,480,31
Dominic Solanke-Mitchell,FWD,Spurs,2.5,0,0,9,1,12.1,82,31
Chris Richards,DEF,Crystal Palace,0.0,0,0,0,0,0.0,194,31
Rayan Aït-Nouri,DEF,Wolves,4.0,0,0,11,0,64.5,533,31
Andrés García,DEF,Aston Villa,0.0,0,0,5,0,16.9,731,31
James Justin,DEF,Leicester,-0.2,0,0,-8,0,5.8,295,31
Joshua Zirkzee,FWD,Man Utd,0.8,0,0,8,0,0.3,389,31
Martin Ødegaard,MID,Arsenal,3.2,0,0,2,0,0.6,13,31
Cesare Casadei,MID,Chelsea,0.0,0,0,0,0,0.0,158,31
Jaden Philogene,MID,Ipswich,1.0,0,0,3,0,0.0,569,31
Mario Lemina,MID,Wolves,0.0,0,0,0,0,0.0,557,31
Hubert Graczyk,GK,Man Utd,-0.5,0,0,0,0,0.0,783,31
Jack Fletcher,MID,Man Utd,-0.5,0,0,0,0,0.0,667,31
Josh Acheampong,DEF,Chelsea,0.5,0,0,0,0,0.0,697,31
Adam Wharton,MID,Crystal Palace,1.5,0,0,14,0,25.2,216,31
Omar Marmoush,FWD,Man City,8.2,0,0,15,1,3.2,755,31
Luis Sinisterra,MID,Bournemouth,0.0,0,0,0,0,0.0,80,31
Michael Keane,DEF,Everton,-0.5,0,0,0,0,0.0,228,31
Ben Godfrey,DEF,Ipswich,0.0,0,0,0,0,0.0,715,31
Omar Richards,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,438,31
Álex Moreno Lopera,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,26,31
Ezra Mayers,DEF,West Ham,-0.5,0,0,0,0,0.0,686,31
Stephy Mavididi,MID,Leicester,0.2,0,0,9,0,14.7,298,31
Anthony Gordon,MID,Newcastle,0.4,0,0,0,0,0.0,398,31
Diego Carlos Santos Silva,DEF,Aston Villa,0.0,0,0,0,0,0.0,35,31
Facundo Pellistri Rebollo,MID,Man Utd,0.0,0,0,0,0,0.0,384,31
Trent Alexander-Arnold,DEF,Liverpool,0.0,0,0,0,0,0.0,311,31
Josh King,MID,Fulham,-1.0,0,0,0,0,0.0,604,31
Matt O'Riley,MID,Brighton,1.0,0,0,9,0,5.4,629,31
Wanya Marçal-Madivádua,MID,Leicester,0.0,0,0,0,0,0.0,297,31
Jamal Lewis,DEF,Newcastle,0.0,0,0,0,0,0.0,408,31
Nuno Herlander Simões Espírito Santo,AM,Nott'm Forest,7.2,0,0,0,0,0.0,747,31
Jørgen Strand Larsen,FWD,Wolves,9.3,0,1,24,0,2.8,566,31
Jack Harrison,MID,Everton,2.8,1,1,25,0,18.8,224,31
Benjamin Arthur,DEF,Brentford,-0.5,0,0,0,0,0.0,705,31
Riccardo Calafiori,DEF,Arsenal,0.0,0,0,0,0,0.0,578,31
Luke Cundle,MID,Wolves,0.0,0,0,0,0,0.0,540,31
Jan Bednarek,DEF,Southampton,0.2,0,0,10,0,11.8,455,31
André Onana,GK,Man Utd,6.2,0,3,33,1,0.0,383,31
Odsonne Edouard,FWD,Leicester,-0.5,0,0,0,0,0.0,198,31
Deivid Washington de Souza Eugênio,FWD,Chelsea,0.0,0,0,0,0,0.0,165,31
Lewis O'Brien,MID,Nott'm Forest,0.0,0,0,0,0,0.0,439,31
Bukayo Saka,MID,Arsenal,3.5,0,0,5,0,15.0,17,31
Alex Mighten,MID,Nott'm Forest,0.0,0,0,0,0,0.0,435,31
Jacob Slater,DEF,Brighton,0.0,0,0,0,0,0.0,685,31
Vítor Manuel de Oliveira Lopes Pereira,AM,Wolves,8.3,0,0,0,0,0.0,751,31
Djed Spence,DEF,Spurs,2.8,1,0,23,0,16.2,504,31
Hamza Choudhury,MID,Leicester,0.0,0,0,0,0,0.0,287,31
Wesley Fofana,DEF,Chelsea,0.0,0,0,0,0,0.0,189,31
Kieran McKenna,AM,Ipswich,7.0,0,0,0,0,0.0,743,31
Lucas Digne,DEF,Aston Villa,2.5,0,0,0,0,0.0,36,31
Joe Aribo,MID,Southampton,1.2,0,0,12,0,13.3,452,31
Killian Cahill,GK,Brighton,0.0,0,0,0,0,0.0,668,31
Fábio Ferreira Vieira,MID,Arsenal,0.0,0,0,0,0,0.0,1,31
Guglielmo Vicario,GK,Spurs,2.8,0,0,18,0,0.0,508,31
Ruben Filipe Marques Diogo Amorim,AM,Man Utd,6.5,0,0,0,0,0.0,745,31
Tony Yogane,MID,Brentford,0.0,0,0,0,0,0.0,661,31
Ben Winterburn,MID,Bournemouth,0.8,0,0,5,0,0.2,687,31
Nathan Fraser,FWD,Wolves,0.0,0,0,0,0,0.0,546,31
Christian Walton,GK,Ipswich,0.0,0,0,0,0,0.0,283,31
Matthijs de Ligt,DEF,Man Utd,1.7,0,0,0,0,0.0,593,31
Jack Hinshelwood,MID,Brighton,2.7,0,0,13,0,3.3,126,31
Antoine Semenyo,MID,Bournemouth,3.5,1,1,29,0,15.4,78,31
Marshall Munetsi,MID,Wolves,2.7,0,0,7,0,5.3,770,31
Will Dennis,GK,Bournemouth,0.5,0,0,0,0,0.0,599,31
Omari Giraud-Hutchinson,MID,Ipswich,0.5,0,0,0,0,0.0,274,31
Dane Scarlett,FWD,Spurs,0.8,0,0,0,0,0.0,500,31
Joe Lumley,GK,Southampton,-0.5,0,0,0,0,0.0,466,31
Dwight McNeil,MID,Everton,-0.2,0,0,3,0,0.0,230,31
Kim Ji-soo,DEF,Brentford,-0.5,0,0,0,0,0.0,96,31
Franco Umeh-Chibueze,MID,Crystal Palace,0.0,0,0,0,0,0.0,644,31
Andy Irving,MID,West Ham,-0.5,0,0,0,0,0.0,576,31
Karl Hein,GK,Arsenal,0.0,0,0,0,0,0.0,5,31
Nathaniel Clyne,DEF,Crystal Palace,0.5,0,0,0,0,0.0,196,31
Saša Lukić,MID,Fulham,-0.3,0,0,9,0,3.4,249,31
Kevin De Bruyne,MID,Man City,1.8,0,0,3,1,5.8,345,31
Godwill Kukonki,DEF,Man Utd,-0.5,0,0,0,0,0.0,691,31
Norberto Murara Neto,GK,Arsenal,0.5,0,0,0,0,0.0,73,31
Tyrell Malacia,DEF,Man Utd,0.0,0,0,0,0,0.0,379,31
Lucas Tolentino Coelho de Lima,MID,West Ham,1.5,0,0,13,0,21.8,527,31
Lewis Dunk,DEF,Brighton,1.0,0,0,6,0,2.5,120,31
Jayden Danns,FWD,Liverpool,0.0,0,0,0,0,0.0,709,31
Mason Holgate,DEF,Everton,0.0,0,0,0,0,0.0,225,31
Kurt Zouma,DEF,West Ham,0.0,0,0,0,0,0.0,532,31
Sékou Mara,FWD,Southampton,0.0,0,0,0,0,0.0,468,31
Joseph O'Brien-Whitmarsh,MID,Southampton,0.0,0,0,0,0,0.0,693,31
Antony Matheus dos Santos,MID,Man Utd,0.0,0,0,0,0,0.0,365,31
Dara O'Shea,DEF,Ipswich,3.0,1,0,22,0,11.0,630,31
Kalvin Phillips,MID,Ipswich,0.7,0,0,0,0,0.0,359,31
Ibrahima Konaté,DEF,Liverpool,4.5,0,0,2,0,0.8,326,31
Chadi Riad Dnanou,DEF,Crystal Palace,0.0,0,0,0,0,0.0,195,31
Freddie Ladapo,FWD,Ipswich,0.0,0,0,0,0,0.0,276,31
Levi Colwill,DEF,Chelsea,2.8,0,0,0,0,0.0,162,31
Nick Pope,GK,Newcastle,4.5,0,0,27,1,0.0,413,31
Jorge Luiz Frello Filho,MID,Arsenal,0.8,0,0,10,0,6.4,7,31
Oliwier Zych,GK,Aston Villa,-0.5,0,0,0,0,0.0,641,31
Luke Woolfenden,DEF,Ipswich,0.0,0,0,0,0,0.0,284,31
Łukasz Fabiański,GK,West Ham,-0.5,0,0,0,0,0.0,521,31
Idrissa Gueye,MID,Everton,2.8,0,0,7,0,32.1,222,31
Joe Gomez,DEF,Liverpool,0.0,0,0,0,0,0.0,322,31
Dominic Calvert-Lewin,FWD,Everton,0.0,0,0,0,0,0.0,220,31
Yerson Mosquera,DEF,Wolves,0.0,0,0,0,0,0.0,558,31
Sil Swinkels,DEF,Aston Villa,0.0,0,0,0,0,0.0,640,31
Konstantinos Tsimikas,DEF,Liverpool,1.0,0,0,0,0,0.0,337,31
Christian Nørgaard,MID,Brentford,4.5,0,0,10,1,2.8,101,31
Emiliano Martínez Romero,GK,Aston Villa,3.0,0,0,12,0,10.0,47,31
Luca Williams-Barnett,MID,Spurs,0.0,0,0,0,0,0.0,689,31
Declan Rice,MID,Arsenal,2.5,0,0,11,0,16.4,16,31
Dejan Kulusevski,MID,Spurs,0.0,0,0,0,0,0.0,492,31
Pascal Groß,MID,Brighton,0.0,0,0,0,0,0.0,125,31
Gabriel dos Santos Magalhães,DEF,Arsenal,0.0,0,0,0,0,0.0,3,31
Cody Gakpo,FWD,Liverpool,2.0,0,0,0,0,1.1,321,31
Salah-Eddine Oulad M'hand,MID,Arsenal,0.5,0,0,0,0,0.0,638,31
Mohammed Kudus,MID,West Ham,1.1,1,0,7,0,41.6,525,31
Benicio Baker-Boaitey,MID,Brighton,0.0,0,0,0,0,0.0,114,31
Vitaly Janelt,MID,Brentford,0.2,0,0,4,0,1.3,94,31
Adama Traoré,MID,Fulham,0.3,0,0,4,0,0.1,239,31
Jens Cajuste,MID,Ipswich,4.3,0,0,15,0,15.2,619,31
Tommy Setford,GK,Arsenal,0.5,0,0,0,0,0.0,639,31
Alexis Mac Allister,MID,Liverpool,7.0,0,2,32,0,35.6,329,31
Endo Wataru,MID,Liverpool,1.5,0,0,0,0,0.0,320,31
João Pedro Ferreira Silva,MID,Nott'm Forest,4.2,0,0,14,0,11.3,596,31
Ashley Phillips,DEF,Spurs,0.0,0,0,0,0,0.0,478,31
Keane Lewis-Potter,MID,Brentford,1.5,0,0,22,1,20.0,98,31
Mikel Arteta,AM,Arsenal,7.5,0,0,0,0,0.0,735,31
Ben Johnson,DEF,Ipswich,1.0,0,0,1,0,1.2,275,31
Michael Golding,MID,Leicester,-0.5,0,0,0,0,0.0,292,31
João Félix Sequeira,MID,Chelsea,0.0,0,0,0,0,0.0,621,31
Remi Matthews,GK,Crystal Palace,0.0,0,0,0,0,0.0,209,31
Zach Marsh,FWD,Crystal Palace,0.0,0,0,0,0,0.0,676,31
Alfie Gilchrist,DEF,Chelsea,0.0,0,0,0,0,0.0,170,31
Nayef Aguerd,DEF,West Ham,0.0,0,0,0,0,0.0,529,31
Emile Smith Rowe,MID,Fulham,0.7,0,0,1,0,0.1,19,31
Daniel Adu-Adjei,FWD,Bournemouth,0.5,0,0,0,0,0.0,722,31
Enes Ünal,FWD,Bournemouth,0.0,0,0,0,0,0.0,65,31
Lucas Bergström,GK,Chelsea,0.5,0,0,0,0,0.0,154,31
Kacper Kozłowski,MID,Brighton,0.0,0,0,0,0,0.0,130,31
Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,8.2,0,3,57,0,12.2,617,31
Axel Tuanzebe,DEF,Ipswich,1.3,0,0,3,0,1.2,282,31
Gabriel Fernando de Jesus,FWD,Arsenal,0.0,0,0,0,0,0.0,2,31
Iliman Ndiaye,FWD,Everton,2.8,0,3,35,0,4.9,232,31
Ruairi McConville,DEF,Brighton,0.0,0,0,0,0,0.0,681,31
David Raya Martin,GK,Arsenal,3.8,0,0,7,0,0.0,15,31
Callan McKenna,GK,Bournemouth,0.5,0,0,0,0,0.0,727,31
Enso González,MID,Wolves,0.0,0,0,0,0,0.0,547,31
Archie Gray,MID,Spurs,1.5,0,0,3,0,0.0,489,31
Eiran Cashin,DEF,Brighton,0.0,0,0,0,0,0.0,763,31
Christopher Nkunku,MID,Chelsea,1.5,0,0,-6,0,2.7,181,31
Manuel Akanji,DEF,Man City,0.0,0,0,0,0,0.0,340,31
Nico González,MID,Man City,1.8,0,0,0,0,0.0,765,31
Kaelan Casey,DEF,West Ham,-0.5,0,0,0,0,0.0,643,31
Ryan Gravenberch,MID,Liverpool,5.0,1,0,27,0,13.8,323,31
Joe Willock,MID,Newcastle,1.0,0,0,0,0,0.0,420,31
Mark Flekken,GK,Brentford,4.2,0,2,33,1,0.0,91,31
Lewis Cook,MID,Bournemouth,3.5,0,0,9,0,27.7,64,31
Alex Iwobi,MID,Fulham,4.7,1,3,43,0,16.7,247,31
Ethan Nwaneri,MID,Arsenal,3.2,0,0,7,0,15.0,12,31
Ross Stewart,FWD,Southampton,-0.1,0,0,3,0,0.3,473,31
Jimi Gower,MID,Arsenal,0.5,0,0,0,0,0.0,790,31
Matt Doherty,DEF,Wolves,3.7,0,0,3,0,4.1,543,31
Alejo Véliz,FWD,Spurs,0.0,0,0,0,0,0.0,507,31
Ilkay Gündogan,MID,Man City,4.8,0,0,7,1,6.9,625,31
Isaac Hayden,MID,Newcastle,0.0,0,0,0,0,0.0,400,31
Wilson Odobert,MID,Spurs,1.8,0,0,1,0,1.1,612,31
Donyell Malen,MID,Aston Villa,7.5,0,3,30,0,1.8,725,31
Conor Bradley,DEF,Liverpool,2.2,1,0,22,0,21.3,313,31
Tom Cairney,MID,Fulham,-0.7,0,0,0,0,0.0,243,31
Jarell Quansah,DEF,Liverpool,1.0,0,0,0,0,0.0,333,31
Tyler Fredricson,DEF,Man Utd,-0.5,0,0,0,0,0.0,777,31
Jacob Ramsey,MID,Aston Villa,1.5,0,0,5,0,32.9,53,31
Emiliano Buendía Stati,MID,Aston Villa,0.0,0,0,0,0,0.0,31,31
James McAtee,MID,Man City,0.8,0,0,0,0,0.0,357,31
Andrew Robertson,DEF,Liverpool,5.0,0,0,-6,0,2.2,335,31
Luke Harris,MID,Fulham,0.0,0,0,0,0,0.0,246,31
Youri Tielemans,MID,Aston Villa,4.0,1,1,25,0,25.2,57,31
João Neves Virgínia,GK,Everton,-0.5,0,0,0,0,0.0,227,31
Oleksandr Zinchenko,DEF,Arsenal,0.5,0,0,0,0,0.0,25,31
Francisco Jorge Tomás Oliveira,MID,Wolves,0.0,0,0,0,0,0.0,537,31
Ederson Santana de Moraes,GK,Man City,4.5,0,0,24,1,0.0,347,31
Andrew Omobamidele,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,440,31
Norberto Bercique Gomes Betuncal,FWD,Everton,1.2,0,0,5,0,0.3,218,31
Diogo Dalot Teixeira,DEF,Man Utd,5.5,0,0,25,1,29.6,369,31
Pape Matar Sarr,MID,Spurs,0.8,0,0,3,0,0.8,499,31
Willian Borges da Silva,MID,Fulham,0.3,0,0,0,0,0.0,772,31
Wes Okoduwa,DEF,Wolves,0.0,0,0,0,0,0.0,711,31
Danny Welbeck,FWD,Brighton,3.3,0,3,34,0,2.4,148,31
Maeson King,DEF,Spurs,0.5,0,0,0,0,0.0,700,31
Yankuba Minteh,MID,Brighton,2.3,1,0,18,0,16.3,135,31
Nathan Aké,DEF,Man City,0.0,0,0,0,0,0.0,341,31
Lewis Orford,MID,West Ham,-0.5,0,0,0,0,0.0,701,31
Bernd Leno,GK,Fulham,4.3,0,0,9,0,0.0,248,31
Jamaal Lascelles,DEF,Newcastle,0.0,0,0,0,0,0.0,407,31
Axel Disasi,DEF,Aston Villa,0.5,0,0,15,0,11.3,167,31
Ismeal Kabia,MID,Arsenal,0.5,0,0,0,0,0.0,659,31
Kevin Schade,MID,Brentford,1.8,0,0,12,1,12.8,106,31
Victor Kristiansen,DEF,Leicester,-0.2,0,0,-3,0,15.4,296,31
Damola Ajayi,MID,Spurs,0.5,0,0,0,0,0.0,729,31
Kyle Walker-Peters,DEF,Southampton,0.8,0,0,11,0,4.8,476,31
Daniel Bentley,GK,Wolves,0.0,0,0,0,0,0.0,536,31
Ivan Toney,FWD,Brentford,0.0,0,0,0,0,0.0,108,31
Carlos Soler,MID,West Ham,0.5,0,0,8,0,4.5,654,31
Antonee Robinson,DEF,Fulham,2.0,0,0,14,0,25.3,255,31
Romain Faivre,MID,Bournemouth,0.0,0,0,0,0,0.0,66,31
James Ward-Prowse,MID,West Ham,2.2,1,0,22,0,29.3,531,31
Patson Daka,FWD,Leicester,1.2,0,0,2,0,1.3,289,31
Illia Zabarnyi,DEF,Bournemouth,1.5,0,0,2,0,0.4,85,31
Gavin Bazunu,GK,Southampton,0.0,0,0,0,0,0.0,454,31
Ruud van Nistelrooij,AM,Leicester,-0.5,0,0,0,0,0.0,754,31
Sven Botman,DEF,Newcastle,0.0,0,0,0,0,0.0,393,31
Hugo Bueno López,DEF,Wolves,0.0,0,0,0,0,0.0,549,31
Diego Gómez,MID,Brighton,2.0,0,0,11,0,22.9,714,31
Danny Ward,GK,Leicester,-0.5,0,0,0,0,0.0,308,31
Samuel Amo-Ameyaw,MID,Southampton,0.0,0,0,0,0,0.0,451,31
Joe Gauci,GK,Aston Villa,0.0,0,0,0,0,0.0,39,31
João Pedro Junqueira de Jesus,FWD,Brighton,1.3,0,0,2,0,14.8,129,31
Justin Kluivert,MID,Bournemouth,0.6,0,0,0,0,0.0,71,31
Ollie Scarles,DEF,West Ham,0.5,0,0,-1,0,1.8,677,31
Andoni Iraola,AM,Bournemouth,2.8,0,0,0,0,0.0,738,31
Josh Wilson-Esbrand,DEF,Man City,0.0,0,0,0,0,0.0,675,31
Martin Dúbravka,GK,Newcastle,0.5,0,0,0,0,0.0,396,31
Oliver Glasner,AM,Crystal Palace,6.0,0,0,0,0,0.0,741,31
Flynn Downes,MID,Southampton,0.0,0,0,0,0,0.0,518,31
Alejandro Garnacho,MID,Man Utd,3.5,0,0,9,1,4.8,372,31
Ronnie Edwards,DEF,Southampton,0.0,0,0,0,0,0.0,460,31
Edson Álvarez Velázquez,MID,West Ham,0.2,0,0,10,0,4.2,511,31
Jack Grealish,MID,Man City,3.8,0,0,2,0,0.1,349,31
Marcus Myers-Harness,MID,Ipswich,0.0,0,0,0,0,0.0,271,31
Jack Taylor,MID,Ipswich,1.0,0,0,4,0,0.7,281,31
Simon Adingra,MID,Brighton,1.3,0,0,2,0,2.2,113,31
Ben Mee,DEF,Brentford,-0.2,0,0,0,0,0.0,100,31
Leon Chiwome,FWD,Wolves,0.0,0,0,0,0,0.0,539,31
Eric da Silva Moreira,MID,Nott'm Forest,0.5,0,0,0,0,0.0,428,31
Luis Guilherme Lira dos Santos,MID,West Ham,0.2,0,0,2,0,0.4,526,31
Joe Hodge,MID,Wolves,0.0,0,0,0,0,0.0,551,31
Chiedozie Ogbene,MID,Ipswich,0.0,0,0,0,0,0.0,632,31
Harrison Armstrong,MID,Everton,0.0,0,0,0,0,0.0,603,31
Carney Chukwuemeka,MID,Chelsea,0.0,0,0,0,0,0.0,161,31
Isaac Heath,MID,Everton,-0.5,0,0,0,0,0.0,773,31
Tom King,GK,Wolves,0.0,0,0,0,0,0.0,556,31
Wout Faes,DEF,Leicester,0.5,0,0,2,0,0.3,291,31
Leny Yoro,DEF,Man Utd,1.8,0,0,18,1,1.8,572,31
Pedro Lomba Neto,MID,Chelsea,1.8,0,0,10,0,28.1,560,31
Ian Maatsen,DEF,Aston Villa,2.0,1,0,22,0,16.9,45,31
Harry Winks,MID,Leicester,-0.2,0,0,0,0,0.0,309,31
Mads Roerslev Rasmussen,DEF,Brentford,0.0,0,0,0,0,0.0,105,31
Jurriën Timber,DEF,Arsenal,4.7,0,0,4,0,1.1,6,31
Saša Kalajdžić,FWD,Wolves,0.0,0,0,0,0,0.0,555,31
Michael Kayode,DEF,Brentford,-0.2,0,0,5,0,0.0,757,31
Anthony Elanga,MID,Nott'm Forest,9.8,0,0,-1,0,2.0,432,31
Julio Enciso,MID,Ipswich,2.7,0,0,3,0,12.2,121,31
Alfie Dorrington,DEF,Spurs,0.0,0,0,0,0,0.0,699,31
Naouirou Ahamada,MID,Crystal Palace,0.0,0,0,0,0,0.0,190,31
Jeremy Sarmiento Morante,MID,Brighton,0.0,0,0,0,0,0.0,141,31
Ayden Heaven,DEF,Man Utd,0.0,0,0,0,0,0.0,658,31
Vladimír Coufal,DEF,West Ham,-0.5,0,0,0,0,0.0,516,31
Marc Cucurella Saseta,DEF,Chelsea,3.2,0,0,2,0,10.3,163,31
Toti António Gomes,DEF,Wolves,3.3,0,0,12,0,16.2,567,31
Julio Soler,DEF,Bournemouth,0.5,0,0,0,0,0.0,713,31
Cristian Romero,DEF,Spurs,3.8,0,0,5,0,1.7,498,31
Dan Burn,DEF,Newcastle,4.5,0,0,25,1,0.4,395,31
Destiny Udogie,DEF,Spurs,1.5,0,0,0,0,0.0,505,31
Jordan Pickford,GK,Everton,2.5,0,0,9,0,0.0,235,31
Boubacar Traoré,MID,Wolves,0.3,0,0,0,0,0.0,534,31
Stefan Bajčetić Maquieira,MID,Liverpool,0.0,0,0,0,0,0.0,312,31
Samuel Rak-Sakyi,MID,Chelsea,0.5,0,0,0,0,0.0,695,31
Mikkel Damsgaard,MID,Brentford,1.5,0,0,3,1,15.7,89,31
Luis Díaz,MID,Liverpool,8.5,0,0,27,0,27.3,327,31
Enzo Barrenechea,MID,Aston Villa,0.0,0,0,0,0,0.0,30,31
Carlos Vinícius Alves Morais,FWD,Fulham,-1.0,0,0,0,0,0.0,258,31
Pervis Estupiñán,DEF,Brighton,3.0,0,0,4,0,2.6,122,31
James Milner,MID,Brighton,0.0,0,0,0,0,0.0,134,31
Ryan Trevitt,MID,Brentford,0.0,0,0,0,0,0.0,602,31
Enzo Fernández,MID,Chelsea,5.5,0,0,14,1,47.9,168,31
Luke Shaw,DEF,Man Utd,0.0,0,0,0,0,0.0,387,31
Fábio Freitas Gouveia Carvalho,MID,Brentford,0.0,0,0,0,0,0.0,314,31
Jeremy Monga,MID,Leicester,0.7,0,0,1,0,0.0,792,31
Jérémy Doku,MID,Man City,2.2,0,0,9,0,0.7,346,31
Marcus Bettinelli,GK,Chelsea,0.5,0,0,0,0,0.0,155,31
Alisson Ramses Becker,GK,Liverpool,0.8,0,0,0,0,0.0,310,31
Dermot Mee,GK,Man Utd,-0.5,0,0,0,0,0.0,788,31
Aaron Hickey,DEF,Brentford,0.0,0,0,0,0,0.0,93,31
Vítezslav Jaros,GK,Liverpool,1.0,0,0,0,0,0.0,660,31
Alex McCarthy,GK,Southampton,-0.5,0,0,0,0,0.0,469,31
Neal Maupay,FWD,Everton,0.0,0,0,0,0,0.0,229,31
Steven Benda,GK,Fulham,-1.0,0,0,0,0,0.0,242,31
Dean Henderson,GK,Crystal Palace,2.5,0,0,16,0,10.0,201,31
Callum Bates,MID,Everton,-0.5,0,0,0,0,0.0,678,31
Ki-Jana Hoever,DEF,Wolves,0.0,0,0,0,0,0.0,552,31
Cheick Doucouré,MID,Crystal Palace,0.0,0,0,0,0,0.0,193,31
Marco Asensio,MID,Aston Villa,6.0,0,0,9,0,9.3,762,31
Scott McTominay,MID,Man Utd,0.0,0,0,0,0,0.0,381,31
Wilfred Ndidi,MID,Leicester,0.8,0,0,15,0,17.3,300,31
Maxence Lacroix,DEF,Crystal Palace,2.0,0,0,11,0,0.2,650,31
John Ruddy,GK,Newcastle,0.5,0,0,0,0,0.0,414,31
Caleb Okoli,DEF,Leicester,-0.2,0,0,0,0,0.0,301,31
Sean Neave,FWD,Newcastle,0.5,0,0,0,0,0.0,789,31
Odysseas Vlachodimos,GK,Newcastle,0.5,0,0,0,0,0.0,412,31
Dante Cassanova,DEF,Spurs,0.5,0,0,0,0,0.0,760,31
George Earthy,MID,West Ham,0.0,0,0,0,0,0.0,519,31
Daichi Kamada,MID,Crystal Palace,1.5,0,0,19,0,1.9,205,31
Ange Postecoglou,AM,Spurs,3.5,0,0,0,0,0.0,749,31
