name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,GW
Max Alleyne,DEF,Man City,0.5,0,0,0,0,0.0,703,20
Archie Harris,DEF,Bournemouth,0.0,0,0,0,0,0.0,702,20
Zach Abbott,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,706,20
Ben Nelson,DEF,Leicester,0.0,0,0,0,0,0.0,616,20
Bernardo Veiga de Carvalho e Silva,MID,Man City,4.1,0,0,15,0,5.9,342,20
Filip Jørgensen,GK,Chelsea,0.8,0,0,0,0,0.0,581,20
David Brooks,MID,Bournemouth,2.2,0,0,24,0,0.8,62,20
Son Heung-min,MID,Spurs,4.8,0,0,5,0,15.1,503,20
Solly March,MID,Brighton,-0.3,0,0,0,0,0.0,132,20
Manor Solomon,MID,Spurs,0.0,0,0,0,0,0.0,502,20
Nathaniel Phillips,DEF,Liverpool,0.0,0,0,0,0,0.0,332,20
Kieran Trippier,DEF,Newcastle,1.1,0,0,0,0,0.0,418,20
Paris Maghoma,MID,Brentford,1.1,0,0,7,0,0.8,674,20
John Stones,DEF,Man City,0.2,0,0,0,0,0.0,362,20
Sam Morsy,MID,Ipswich,1.3,0,0,6,0,5.1,278,20
Jayden Meghoma,DEF,Brentford,0.7,0,0,0,0,0.0,649,20
Lewis Hall,DEF,Newcastle,7.9,0,0,8,0,33.9,399,20
Marc Guiu Paz,FWD,Chelsea,0.7,0,0,3,0,0.0,178,20
Tom Cannon,FWD,Leicester,0.0,0,0,0,0,0.0,286,20
Ben Davies,DEF,Spurs,0.0,0,0,0,0,0.0,484,20
Tyler Morton,MID,Liverpool,1.0,0,0,0,0,0.0,331,20
Matheus França de Oliveira,MID,Crystal Palace,0.0,0,0,0,0,0.0,208,20
Calvin Bassey,DEF,Fulham,1.8,0,0,9,0,7.2,241,20
Eddie Nketiah,FWD,Crystal Palace,0.7,0,0,3,0,0.3,11,20
Andreas Hoelgebaum Pereira,MID,Fulham,2.3,0,0,0,0,1.5,240,20
Caleb Kporha,DEF,Crystal Palace,-0.3,0,0,0,0,0.0,666,20
Matheus Santos Carneiro Da Cunha,FWD,Wolves,0.0,0,0,0,0,0.0,541,20
Amadou Onana,MID,Aston Villa,1.2,0,0,0,0,0.0,233,20
Morgan Rogers,MID,Aston Villa,0.0,0,0,0,0,0.0,54,20
Reiss Nelson,MID,Fulham,0.0,0,0,0,0,0.0,10,20
Tosin Adarabioyo,DEF,Chelsea,2.7,0,0,0,0,0.0,187,20
Matt Targett,DEF,Newcastle,-0.3,0,0,0,0,0.0,416,20
Filip Marschall,GK,Aston Villa,0.0,0,0,0,0,0.0,46,20
Jan Paul van Hecke,DEF,Brighton,2.2,0,0,14,0,12.5,144,20
Jean-Clair Todibo,DEF,West Ham,1.0,0,0,2,0,0.2,591,20
Jack Clarke,MID,Ipswich,1.2,0,0,3,0,0.1,631,20
Chris Mepham,DEF,Bournemouth,0.0,0,0,0,0,0.0,72,20
Ollie Watkins,FWD,Aston Villa,3.4,0,0,-2,0,12.2,58,20
Jorge Cuenca Barreno,DEF,Fulham,0.3,0,0,0,0,0.0,586,20
Rico Lewis,DEF,Man City,2.5,0,0,12,0,4.3,355,20
Julián Araujo Zúñiga,DEF,Bournemouth,0.0,0,0,0,0,0.0,592,20
Murillo Santiago Costa dos Santos,DEF,Nott'm Forest,3.6,0,3,32,1,0.3,436,20
James Tarkowski,DEF,Everton,3.2,0,0,7,0,0.1,236,20
Joël Veltman,DEF,Brighton,1.2,0,0,10,0,11.5,145,20
Jaidon Anthony,MID,Bournemouth,0.0,0,0,0,0,0.0,61,20
Kamaldeen Sulemana,MID,Southampton,0.3,0,0,3,0,18.1,462,20
Timo Werner,MID,Spurs,1.7,0,0,7,0,1.6,509,20
Tyrone Mings,DEF,Aston Villa,0.6,0,0,12,0,2.8,49,20
Ethan Wheatley,FWD,Man Utd,-1.0,0,0,0,0,0.0,648,20
Matz Sels,GK,Nott'm Forest,6.4,0,2,31,1,0.0,443,20
Ryan Yates,MID,Nott'm Forest,1.2,0,0,3,0,0.3,449,20
Amad Diallo,MID,Man Utd,4.6,0,3,36,0,8.3,364,20
Josh Nichols,DEF,Arsenal,0.5,0,0,0,0,0.0,662,20
Sam Szmodics,MID,Ipswich,2.3,0,0,26,0,0.6,611,20
Spike Brits,GK,Man City,0.5,0,0,0,0,0.0,704,20
Malo Gusto,DEF,Chelsea,2.5,0,0,8,0,29.3,171,20
Nathan Butler-Oyedeji,FWD,Arsenal,0.5,0,0,0,0,0.0,665,20
Hwang Ui-jo,FWD,Nott'm Forest,0.0,0,0,0,0,0.0,446,20
Jakub Stolarczyk,GK,Leicester,1.0,0,0,5,0,0.0,304,20
Lloyd Kelly,DEF,Newcastle,-0.3,0,0,2,0,0.0,404,20
Mateus Gonçalo Espanha Fernandes,MID,Southampton,0.0,0,0,0,0,0.0,623,20
Valentín Barco,DEF,Brighton,0.0,0,0,0,0,0.0,116,20
Dean Huijsen,DEF,Bournemouth,5.8,0,2,31,1,12.2,580,20
Carlos Roberto Forbs Borges,MID,Wolves,0.5,0,0,2,0,0.8,655,20
André Trindade da Costa Neto,MID,Wolves,1.4,0,0,0,0,0.0,642,20
Max Aarons,DEF,Bournemouth,1.2,0,0,0,0,0.0,59,20
Henry Cartwright,MID,Leicester,0.0,0,0,0,0,0.0,694,20
Rhys Williams,DEF,Liverpool,0.0,0,0,0,0,0.0,334,20
Michail Antonio,FWD,West Ham,0.0,0,0,0,0,0.0,512,20
Ibrahim Osman,MID,Brighton,0.0,0,0,0,0,0.0,127,20
Lewis Miley,MID,Newcastle,-0.1,0,0,0,0,0.0,411,20
Nathan Wood-Gordon,DEF,Southampton,1.9,0,0,0,0,2.2,477,20
Rodrigo Muniz Carvalho,FWD,Fulham,3.2,0,0,4,0,0.4,251,20
Benjamin White,DEF,Arsenal,0.0,0,0,0,0,0.0,24,20
Cameron Burgess,DEF,Ipswich,1.0,0,0,0,0,0.0,263,20
Abdul Fatawu,MID,Leicester,0.0,0,0,0,0,0.0,570,20
Dominik Szoboszlai,MID,Liverpool,4.8,0,0,0,0,0.0,336,20
Tim Iroegbunam,MID,Everton,0.0,0,0,0,0,0.0,226,20
Neco Williams,DEF,Nott'm Forest,6.2,0,0,26,1,4.8,437,20
Roméo Lavia,MID,Chelsea,0.2,0,0,0,0,0.0,174,20
Leon Bailey,MID,Aston Villa,2.4,0,2,31,0,7.3,28,20
Niclas Füllkrug,FWD,West Ham,1.7,0,0,29,0,32.3,589,20
Harvey Barnes,MID,Newcastle,0.5,0,0,5,0,0.3,392,20
Brennan Johnson,MID,Spurs,4.0,0,0,7,0,12.3,491,20
Andrew Moran,MID,Brighton,0.0,0,0,0,0,0.0,601,20
Harry Maguire,DEF,Man Utd,0.0,0,0,-3,0,11.4,377,20
Mark Travers,GK,Bournemouth,1.0,0,0,21,1,0.0,84,20
Will Smallbone,MID,Southampton,-0.4,0,0,0,0,0.0,471,20
Mykhailo Mudryk,MID,Chelsea,0.0,0,0,0,0,0.0,179,20
Imari Samuels,DEF,Brighton,-0.5,0,0,0,0,0.0,663,20
Hamed Traorè,MID,Bournemouth,0.0,0,0,0,0,0.0,67,20
Stefan Ortega Moreno,GK,Man City,3.1,0,0,14,0,0.0,358,20
Renato Palma Veiga,MID,Chelsea,0.7,0,0,0,0,0.0,184,20
Eberechi Eze,MID,Crystal Palace,3.1,1,0,23,0,39.0,199,20
Samuel Iling-Junior,MID,Aston Villa,0.0,0,0,0,0,0.0,41,20
Boubacar Kamara,MID,Aston Villa,2.0,0,0,15,0,25.8,42,20
Ali Al-Hamadi,FWD,Ipswich,0.8,0,0,1,0,0.3,260,20
Willy Boly,DEF,Nott'm Forest,0.2,0,0,0,0,0.0,425,20
Carlos Alcaraz Durán,MID,Southampton,0.0,0,0,0,0,0.0,450,20
Victor Lindelöf,DEF,Man Utd,-0.2,0,0,0,0,0.0,376,20
Samuel Amissah,DEF,Fulham,0.0,0,0,0,0,0.0,690,20
Ross Barkley,MID,Aston Villa,2.6,0,3,41,0,6.4,29,20
James McConnell,MID,Liverpool,1.0,0,0,0,0,0.0,330,20
Kobbie Mainoo,MID,Man Utd,0.8,0,0,7,0,3.4,378,20
Ramón Sosa,MID,Nott'm Forest,0.8,0,0,0,0,0.0,620,20
Sander Berge,MID,Fulham,0.0,0,0,0,0,0.0,622,20
Maldini Kacurri,DEF,Arsenal,0.5,0,0,0,0,0.0,657,20
Adam Armstrong,FWD,Southampton,1.9,0,0,4,0,12.0,453,20
Aaron Cresswell,DEF,West Ham,-0.2,0,0,0,0,0.0,517,20
Emil Krafth,DEF,Newcastle,0.0,0,0,0,0,0.0,405,20
Jakub Kiwior,DEF,Arsenal,0.8,0,0,0,0,0.0,8,20
Kristoffer Ajer,DEF,Brentford,0.0,0,0,0,0,0.0,86,20
Will Hughes,MID,Crystal Palace,0.0,0,0,0,0,0.0,203,20
David Ozoh,MID,Crystal Palace,0.0,0,0,0,0,0.0,212,20
Jakub Moder,MID,Brighton,-0.3,0,0,0,0,0.0,137,20
Thomas Wilson-Brown,DEF,Leicester,0.0,0,0,0,0,0.0,708,20
Cieran Slicker,GK,Ipswich,0.0,0,0,0,0,0.0,280,20
Raheem Sterling,MID,Arsenal,0.0,0,0,0,0,0.0,186,20
Raúl Jiménez,FWD,Fulham,5.7,0,3,58,0,3.7,252,20
Bryan Gil Salvatierra,MID,Spurs,0.0,0,0,0,0,0.0,483,20
Myles Lewis-Skelly,MID,Arsenal,1.8,0,0,0,0,0.0,597,20
Giovani Lo Celso,MID,Spurs,0.0,0,0,0,0,0.0,493,20
Tawanda Chirewa,MID,Wolves,0.0,0,0,0,0,0.0,538,20
Cameron Humphreys,MID,Ipswich,0.0,0,0,0,0,0.0,273,20
Ashley Young,DEF,Everton,2.6,0,0,7,0,3.5,238,20
James Bree,DEF,Southampton,0.3,0,0,1,0,13.6,457,20
Welington Damascena Santos,DEF,Southampton,0.7,0,0,0,0,0.0,718,21
Alex Scott,MID,Bournemouth,0.0,0,0,0,0,0.0,77,21
Carlos Miguel dos Santos Pereira,GK,Nott'm Forest,-1.0,0,0,0,0,0.0,427,21
Tomiyasu Takehiro,DEF,Arsenal,0.0,0,0,0,0,0.0,22,21
Malcolm Ebiowei,MID,Crystal Palace,0.0,0,0,0,0,0.0,197,21
Ben Brereton Díaz,MID,Southampton,-0.5,0,0,0,0,0.0,584,21
Pau Torres,DEF,Aston Villa,0.0,0,0,0,0,0.0,52,21
Joel Ward,DEF,Crystal Palace,0.0,0,0,0,0,0.0,215,21
Antonín Kinsky,GK,Spurs,2.3,0,0,11,0,0.0,716,21
Will Lankshear,FWD,Spurs,0.0,0,0,0,0,0.0,609,21
Hwang Hee-chan,MID,Wolves,3.4,0,0,3,0,1.0,550,21
Mikey Moore,MID,Spurs,0.0,0,0,0,0,0.0,610,21
Hákon Valdimarsson,GK,Brentford,-0.3,0,0,0,0,0.0,109,21
Alex Paulsen,GK,Bournemouth,0.0,0,0,0,0,0.0,75,21
João Victor Gomes da Silva,MID,Wolves,2.2,0,0,15,0,15.8,553,21
Cole Palmer,MID,Chelsea,7.5,0,3,43,0,46.4,182,21
Mitoma Kaoru,MID,Brighton,3.4,0,2,31,1,23.8,136,21
Boubakary Soumaré,MID,Leicester,1.4,0,0,12,0,10.9,285,21
Chris Wood,FWD,Nott'm Forest,5.6,0,3,31,0,3.1,447,21
Joe Worrall,DEF,Nott'm Forest,0.0,0,0,0,0,0.0,448,21
Jeffrey Schlupp,MID,Crystal Palace,0.2,0,0,0,0,0.0,214,21
Milos Kerkez,DEF,Bournemouth,4.7,0,0,2,0,2.1,70,21
Adrian Mazilu,MID,Brighton,0.0,0,0,0,0,0.0,133,21
Jason Steele,GK,Brighton,0.0,0,0,0,0,0.0,142,21
Arijanet Muric,GK,Ipswich,0.8,0,0,0,0,0.0,568,21
Harvey Davies,GK,Liverpool,1.0,0,0,0,0,0.0,669,21
Carl Rushworth,GK,Brighton,0.0,0,0,0,0,0.0,615,21
Ibrahim Sangaré,MID,Nott'm Forest,0.0,0,0,0,0,0.0,442,21
Hannibal Mejbri,MID,Man Utd,0.0,0,0,0,0,0.0,373,21
Brandon Austin,GK,Spurs,0.2,0,0,0,0,0.0,479,21
Conor Coady,DEF,Leicester,0.8,0,0,0,0,0.0,288,21
Wes Foderingham,GK,West Ham,0.0,0,0,0,0,0.0,522,21
Armando Broja,FWD,Everton,0.2,0,0,0,0,0.0,156,21
Adam Webster,DEF,Brighton,1.4,0,0,27,1,1.6,147,21
Thomas Partey,MID,Arsenal,3.0,0,0,16,0,18.2,20,21
Harry Wilson,MID,Fulham,5.0,0,0,16,0,38.3,259,21
Kasey McAteer,MID,Leicester,0.2,0,0,10,0,35.3,299,21
Curtis Jones,MID,Liverpool,4.6,0,0,5,0,2.8,324,21
Wes Burns,MID,Ipswich,1.6,0,0,12,0,10.5,264,21
Treymaurice Nyoni,MID,Liverpool,1.0,0,0,0,0,0.0,688,21
Gustavo Nunes Fernandes Gomes,MID,Brentford,0.0,0,0,0,0,0.0,634,21
Yunus Emre Konak,MID,Brentford,-0.3,0,0,0,0,0.0,97,21
Max Kilman,DEF,West Ham,0.8,0,0,4,0,0.3,524,21
Deniz Undav,FWD,Brighton,0.0,0,0,0,0,0.0,143,21
Alex Murphy,DEF,Newcastle,0.0,0,0,0,0,0.0,390,21
George Edmundson,DEF,Ipswich,0.0,0,0,0,0,0.0,269,21
Sávio 'Savinho' Moreira de Oliveira,MID,Man City,7.7,1,0,23,0,5.8,571,21
Emerson Palmieri dos Santos,DEF,West Ham,1.4,0,0,3,0,0.6,520,21
Abdoulaye Doucouré,MID,Everton,2.0,0,0,4,0,3.2,217,21
Alfie Pond,DEF,Wolves,0.0,0,0,0,0,0.0,664,21
José Malheiro de Sá,GK,Wolves,4.6,0,0,2,0,0.0,554,21
Alexander Isak,FWD,Newcastle,8.2,1,3,69,1,17.2,401,21
Yves Bissouma,MID,Spurs,1.4,0,0,-1,0,1.3,482,21
Conor Gallagher,MID,Chelsea,0.0,0,0,0,0,0.0,169,21
Philip Billing,MID,Bournemouth,0.3,0,0,0,0,0.0,76,21
Gonçalo Manuel Ganchinho Guedes,MID,Wolves,4.2,0,0,8,0,6.1,548,21
Brajan Gruda,MID,Brighton,1.4,0,0,0,0,0.0,595,21
Rodrigo 'Rodri' Hernandez,MID,Man City,0.0,0,0,0,0,0.0,360,21
Đorđe Petrović,GK,Chelsea,0.0,0,0,0,0,0.0,183,21
Justin Devenny,MID,Crystal Palace,0.6,0,0,2,0,0.6,645,21
Craig Dawson,DEF,Wolves,0.6,0,0,0,0,0.0,542,21
Jordan Ayew,MID,Leicester,2.4,0,0,9,0,15.8,192,21
Marcos Senesi,DEF,Bournemouth,0.0,0,0,0,0,0.0,79,21
Kiernan Dewsbury-Hall,MID,Chelsea,0.0,0,0,0,0,0.0,166,21
Kaine Kesler-Hayden,DEF,Aston Villa,0.0,0,0,0,0,0.0,43,21
João Cavaco Cancelo,DEF,Man City,0.0,0,0,0,0,0.0,353,21
Maxwel Cornet,MID,Southampton,-0.5,0,0,0,0,0.0,515,21
Jefferson Lerma Solís,MID,Crystal Palace,2.0,0,0,2,0,0.3,206,21
Jannik Vestergaard,DEF,Leicester,0.4,0,0,6,0,0.9,307,21
Jacob Wright,MID,Man City,0.5,0,0,0,0,0.0,671,21
Luke Thomas,DEF,Leicester,0.2,0,0,0,0,0.0,305,21
Bruno Borges Fernandes,MID,Man Utd,2.7,0,2,19,0,25.7,366,21
Adam Smith,DEF,Bournemouth,0.0,0,0,0,0,0.0,81,21
Miodrag Pivaš,DEF,Newcastle,0.0,0,0,0,0,0.0,574,21
Billy Gilmour,MID,Brighton,0.0,0,0,0,0,0.0,124,21
Rasmus Højlund,FWD,Man Utd,2.1,0,0,6,0,22.1,375,21
Callum Wilson,FWD,Newcastle,0.0,0,0,0,0,0.0,421,21
Crysencio Summerville,MID,West Ham,0.5,0,0,0,0,0.0,587,21
Jesurun Rak-Sakyi,MID,Crystal Palace,0.0,0,0,0,0,0.0,213,21
Oliver Skipp,MID,Leicester,0.6,0,0,4,0,12.0,501,21
Tomáš Souček,MID,West Ham,3.0,0,0,23,0,1.3,530,21
Taylor Harwood-Bellis,DEF,Southampton,1.5,0,0,16,0,22.1,461,21
Alphonse Areola,GK,West Ham,0.8,0,0,0,0,0.0,513,21
Lisandro Martínez,DEF,Man Utd,2.5,0,0,6,0,16.0,380,21
Richarlison de Andrade,FWD,Spurs,0.2,0,0,5,0,18.6,497,21
Joško Gvardiol,DEF,Man City,2.7,0,0,8,0,7.9,350,21
Harry Clarke,DEF,Ipswich,0.2,0,0,0,0,0.0,266,21
Joachim Andersen,DEF,Fulham,0.6,0,0,4,0,5.5,191,21
Moisés Caicedo Corozo,MID,Chelsea,2.5,0,0,15,0,19.6,157,21
Carlos Henrique Casimiro,MID,Man Utd,1.1,0,0,0,0,0.0,368,21
Roman Dixon,DEF,Everton,0.0,0,0,0,0,0.0,627,21
Jhon Durán,FWD,Aston Villa,1.0,0,0,0,0,0.0,38,21
Jacob Murphy,MID,Newcastle,4.5,0,0,20,1,21.2,402,21
Sean Longstaff,MID,Newcastle,0.4,0,0,0,0,0.0,410,21
Leander Dendoncker,MID,Aston Villa,0.0,0,0,0,0,0.0,33,21
Trevoh Chalobah,DEF,Crystal Palace,3.7,0,0,0,0,0.0,159,21
Ryan Manning,DEF,Southampton,-0.1,0,0,0,0,0.0,467,21
Vitalii Mykolenko,DEF,Everton,2.6,0,0,9,0,33.9,231,21
Ryan Christie,MID,Bournemouth,2.3,1,0,11,0,10.8,63,21
Fábio Silva,FWD,Wolves,0.0,0,0,0,0,0.0,545,21
Kepa Arrizabalaga,GK,Bournemouth,0.0,0,0,0,0,0.0,152,21
Frank Onyeka,MID,Brentford,0.0,0,0,0,0,0.0,102,21
Youssef Ramalho Chermiti,FWD,Everton,0.0,0,0,0,0,0.0,237,21
Morgan Gibbs-White,MID,Nott'm Forest,4.4,0,0,7,0,15.1,433,21
Noni Madueke,MID,Chelsea,1.7,0,0,9,0,21.3,177,21
Nélson Cabral Semedo,DEF,Wolves,3.2,0,0,7,0,21.3,559,21
Tommy Doyle,MID,Wolves,0.8,0,0,4,0,0.3,544,21
Tom Heaton,GK,Man Utd,0.5,0,0,0,0,0.0,374,21
Lucas Bergvall,MID,Spurs,1.0,0,0,22,0,14.1,481,21
Lesley Ugochukwu,MID,Southampton,0.9,0,0,17,0,3.3,188,21
Evan Ferguson,FWD,Brighton,0.1,0,0,0,0,0.0,123,21
Christian Eriksen,MID,Man Utd,1.9,1,0,16,0,14.2,370,21
Tyrique George,MID,Chelsea,0.5,0,0,0,0,0.0,696,21
Danny Ings,FWD,West Ham,1.0,1,0,17,0,11.4,523,21
Jean-Ricner Bellegarde,MID,Wolves,0.8,0,0,5,0,15.1,535,21
Tim Ream,DEF,Fulham,0.0,0,0,0,0,0.0,253,21
Benoît Badiashile,DEF,Chelsea,0.0,0,0,0,0,0.0,153,21
Radu Drăgușin,DEF,Spurs,0.4,0,0,12,0,10.3,486,21
Jack Stephens,DEF,Southampton,0.0,0,0,0,0,0.0,472,21
Mateo Kovačić,MID,Man City,2.9,0,0,11,1,25.8,354,21
Nicolás Domínguez,MID,Nott'm Forest,-0.2,0,0,4,0,0.2,431,21
Ben Doak,MID,Liverpool,0.0,0,0,0,0,0.0,318,21
Phil Foden,MID,Man City,8.5,0,3,60,0,45.8,348,21
Mason Mount,MID,Man Utd,0.1,0,0,0,0,0.0,382,21
Gabriel Martinelli Silva,MID,Arsenal,4.2,0,0,4,0,12.0,9,21
Yasin Ayari,MID,Brighton,1.6,0,0,11,1,10.3,600,21
Callum Olusesi,MID,Spurs,0.0,0,0,0,0,0.0,683,21
Mikel Merino,MID,Arsenal,3.0,0,0,3,0,0.3,633,21
Jamaldeen Jimoh,MID,Aston Villa,0.0,0,0,0,0,0.0,710,21
Facundo Buonanotte,MID,Leicester,1.4,0,0,13,0,25.3,117,21
Caoimhin Kelleher,GK,Liverpool,1.0,0,0,0,0,0.0,325,21
Odeluga Offiah,DEF,Brighton,0.0,0,0,0,0,0.0,139,21
Lino da Cruz Sousa,DEF,Aston Villa,0.0,0,0,0,0,0.0,56,21
Amario Cozier-Duberry,MID,Brighton,0.0,0,0,0,0,0.0,118,21
Emerson Leite de Souza Junior,DEF,Spurs,0.0,0,0,0,0,0.0,487,21
Kai Havertz,FWD,Arsenal,2.8,0,0,-8,0,3.3,4,21
Scott Carson,GK,Man City,0.5,0,0,0,0,0.0,344,21
Ethan Brierley,MID,Brentford,-0.5,0,0,0,0,0.0,87,21
Andrey Nascimento dos Santos,MID,Chelsea,0.0,0,0,0,0,0.0,150,21
Rico Henry,DEF,Brentford,-0.3,0,0,3,0,0.3,92,21
Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,465,21
Yoane Wissa,FWD,Brentford,3.9,0,0,28,0,12.7,110,21
Daniel Iversen,GK,Leicester,0.0,0,0,0,0,0.0,294,21
Mads Hermansen,GK,Leicester,0.0,0,0,0,0,0.0,293,21
Rob Holding,DEF,Crystal Palace,0.0,0,0,0,0,0.0,202,21
Ismaïla Sarr,MID,Crystal Palace,4.0,1,0,27,1,33.8,585,21
Jarrod Bowen,MID,West Ham,0.0,0,0,0,0,0.0,514,21
Mark O’Mahony,FWD,Brighton,0.0,0,0,0,0,0.0,138,21
Ryan Sessegnon,DEF,Fulham,0.2,0,0,0,0,0.0,579,21
Josh Dasilva,MID,Brentford,0.0,0,0,0,0,0.0,90,21
Jadon Sancho,MID,Chelsea,3.3,0,0,16,0,24.1,386,21
Sam Johnstone,GK,Wolves,0.0,0,0,0,0,0.0,204,21
Jonny Evans,DEF,Man Utd,0.1,0,0,0,0,0.0,371,21
Mohamed Salah,MID,Liverpool,12.0,0,0,9,0,47.3,328,21
Federico Chiesa,MID,Liverpool,1.0,0,0,0,0,0.0,636,21
Timothy Castagne,DEF,Fulham,2.6,0,0,1,0,13.6,244,21
Tariq Lamptey,DEF,Brighton,1.2,0,0,0,0,0.0,131,21
Ola Aina,DEF,Nott'm Forest,6.4,0,0,10,0,0.3,422,21
Taiwo Awoniyi,FWD,Nott'm Forest,0.8,0,0,2,0,0.0,424,21
Leandro Trossard,MID,Arsenal,4.2,0,2,26,0,13.5,23,21
Jacob Greaves,DEF,Ipswich,2.0,0,0,11,0,1.4,270,21
Issa Kaboré,DEF,Man City,0.0,0,0,0,0,0.0,626,21
Alfie Whiteman,GK,Spurs,0.0,0,0,0,0,0.0,510,21
Séamus Coleman,DEF,Everton,0.4,0,0,0,0,0.0,221,21
Fabian Schär,DEF,Newcastle,3.4,0,0,0,0,0.0,415,21
Nicolas Jackson,FWD,Chelsea,2.7,1,0,9,0,26.3,180,21
Joe White,MID,Newcastle,0.0,0,0,0,0,0.0,419,21
Jamie Vardy,FWD,Leicester,2.2,0,0,1,0,17.8,306,21
Miguel Almirón Rejala,MID,Newcastle,0.4,0,0,6,0,10.5,391,21
James Garner,MID,Everton,0.0,0,0,0,0,0.0,223,21
Marcus Tavernier,MID,Bournemouth,0.0,0,0,0,0,0.0,83,21
Lewis Dobbin,MID,Aston Villa,0.0,0,0,0,0,0.0,37,21
Viljami Sinisalo,GK,Aston Villa,0.0,0,0,0,0,0.0,55,21
Omari Kellyman,MID,Chelsea,0.0,0,0,0,0,0.0,173,21
Jayce Fitzgerald,MID,Man Utd,0.5,0,0,0,0,0.0,673,21
Daniel Castelo Podence,MID,Wolves,0.0,0,0,0,0,0.0,562,21
Martial Godo,MID,Fulham,0.2,0,0,0,0,0.0,605,21
Harrison Reed,MID,Fulham,0.0,0,0,0,0,0.0,254,21
Guido Rodríguez,MID,West Ham,1.0,0,0,16,0,3.1,588,21
Will Alves,MID,Leicester,0.2,0,0,0,0,0.0,606,21
Carlos Baleba,MID,Brighton,2.2,0,0,17,1,13.4,115,21
James Hill,DEF,Bournemouth,1.9,0,0,-2,0,0.3,68,21
David Datro Fofana,FWD,Chelsea,0.0,0,0,0,0,0.0,164,21
Ryan Fraser,MID,Southampton,-0.5,0,0,0,0,0.0,397,21
Ângelo Gabriel Borges Damaceno,MID,Chelsea,0.0,0,0,0,0,0.0,151,21
Nathan Patterson,DEF,Everton,0.6,0,0,0,0,0.0,234,21
Robin Olsen,GK,Aston Villa,0.0,0,0,0,0,0.0,51,21
Malachi Hardy,DEF,Spurs,0.0,0,0,0,0,0.0,684,21
Mathias Jensen,MID,Brentford,0.7,0,0,22,0,47.3,95,21
Bart Verbruggen,GK,Brighton,4.6,0,0,28,1,0.0,146,21
Dango Ouattara,MID,Bournemouth,3.5,0,0,8,0,6.4,74,21
Emmanuel Agbadou,DEF,Wolves,1.2,0,0,-3,0,0.8,720,21
Emmanuel Dennis,FWD,Nott'm Forest,-1.0,0,0,0,0,0.0,430,21
Yehor Yarmoliuk,MID,Brentford,0.3,0,0,2,0,0.7,111,21
Julián Álvarez,FWD,Man City,0.0,0,0,0,0,0.0,352,21
Tyler Dibling,MID,Southampton,2.9,1,0,14,1,16.3,608,21
Paul Onuachu,FWD,Southampton,0.9,0,0,2,0,0.0,470,21
Bobby Clark,MID,Liverpool,0.0,0,0,0,0,0.0,315,21
Amara Nallo,DEF,Liverpool,1.0,0,0,0,0,0.0,692,21
Kieran Tierney,DEF,Arsenal,0.2,0,0,7,0,10.5,21,21
Orel Mangala,MID,Everton,1.8,0,0,13,0,3.2,651,21
Darwin Núñez Ribeiro,FWD,Liverpool,0.0,0,0,0,0,0.0,316,21
Josh Bowler,MID,Nott'm Forest,0.0,0,0,0,0,0.0,426,21
Sugawara Yukinari,DEF,Southampton,0.9,0,0,-4,0,16.8,474,21
Aaron Wan-Bissaka,DEF,West Ham,2.8,1,0,17,0,11.5,388,21
Bobby De Cordova-Reid,MID,Leicester,0.6,0,0,0,0,0.0,290,21
Manuel Ugarte,MID,Man Utd,0.9,0,0,8,0,3.2,652,21
Nathan Broadhead,MID,Ipswich,1.6,0,0,11,0,11.8,262,21
Matheus Luiz Nunes,MID,Man City,0.9,0,0,23,0,44.3,356,21
Ben Broggio,MID,Aston Villa,0.0,0,0,0,0,0.0,679,21
Jake O'Brien,DEF,Everton,0.2,0,0,3,0,0.3,582,21
Cameron Peupion,MID,Brighton,0.0,0,0,0,0,0.0,140,21
Felipe Rodrigues da Silva,DEF,Nott'm Forest,2.4,0,0,3,0,0.0,653,21
Kosta Nedeljković,DEF,Aston Villa,0.2,0,0,0,0,0.0,50,21
Jay Stansfield,FWD,Fulham,0.0,0,0,0,0,0.0,256,21
Dominic Sadi,MID,Bournemouth,0.7,0,0,0,0,0.0,723,21
Nikola Milenković,DEF,Nott'm Forest,4.2,0,0,7,0,0.2,573,21
Sepp van den Berg,DEF,Brentford,1.9,0,0,9,0,11.1,338,21
Kevin Mbabu,DEF,Fulham,0.0,0,0,0,0,0.0,250,21
Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,176,21
Jarrad Branthwaite,DEF,Everton,2.0,0,0,8,0,1.1,219,21
Ferdi Kadioglu,DEF,Brighton,0.0,0,0,0,0,0.0,628,21
Mats Wieffer,MID,Brighton,0.9,0,0,0,0,0.0,149,21
Kyle Walker,DEF,Man City,0.9,0,0,0,0,0.0,363,21
Shea Charles,MID,Southampton,0.0,0,0,0,0,0.0,458,21
Samuel Edozie,MID,Southampton,0.0,0,0,0,0,0.0,459,21
Robert Sánchez,GK,Chelsea,3.5,0,0,3,0,0.0,185,21
Sergio Reguilón,DEF,Spurs,0.2,0,0,0,0,0.0,496,21
Asmir Begovic,GK,Everton,0.0,0,0,0,0,0.0,624,21
Martin Sherif,FWD,Everton,1.1,0,0,0,0,0.0,724,21
